id,drcog_id,latitude,longitude,crashdate,crashtime,city,countyname,agencyid,agencydetl,agencycode,crashtype,drcogctype,numbkilled,numbinjurd,privpropty,publicland,totlnmtrst,secndcrash,constrzone,schoolzone,onroad,rfintsctrd,drcoglocat,intofstdis,intfstdisu,intofstdir,milepoint,highwaynam,intsthghwy,statehwy,othrroadwy,mioffstdis,miofstdisu,mioffstdir,location,lnposition,harmevscd1,harmevscd2,harmevscd3,harmevscd4,harmevsmst,roadcntgrd,roaddescrp,apovrtktrn,lightngcon,rdconditin,weatherco1,weatherco2,highwaynum,numlnsblkd,rdcntrcurv,ttlvehicle,wildanimal,crashformv,city_street,rrcrossing,roadsurfac,roadcontur,drcog_hp,drcogsvrty,drcogttlpi,drcogttlmi,drcogttlsi,drcogttlk,drcogocc,drcogoccpi,drcogoccmi,drcogoccsi,drcogoccki,drcognm,drcognmpi,drcognmmi,drcognmsi,drcognmk,drcog_vru,drcogmodes,drcogsctr,drcogmoto,drcogped,drcogbike,drcogvehcl,TU1_vmov,TU1_dir,TU1_dacts,TU1_cfacts,TU1_rspeed,TUx_vmov,TUx_dir,TUx_dacts,TUx_cfacts,nm_dir,nm_actions,nm_cfacts,drcogcheck,cdot_flag,drcog_flag,Quarter,day_of_week,hour
392497,2023-43047,39.73685809,-104.99710801,2023-09-26,2026-04-19 18:17:00,DENVER,01,DPD,2-141D,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0, GALAPAGO ST,W 13TH AVE, GALAPAGO ST & W 13TH AVE,0.0,At the intersection,S,0.0,,0,0,0,0.0,,,On-roadway,N01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0,Straight,1.0,,DR3447,A0013,,,,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Going straight,North,Careless driving,Unknown,25.0,,,,,East,No contributing action,No apparent contributing factor,0.0,Y,,3,Tuesday,18
393114,2023-43352,39.75033775,-104.98920758,2023-06-24,2026-04-19 09:37:00,DENVER,01,DPD,1,01,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0,20TH ST,CHAMPA ST,20TH ST & CHAMPA ST,50.0,Feet,W,0.0,,0,0,0,0.0,,,On-roadway,W01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Non-intersection,Not Applicable,Daylight,Dry,Clear,,,0,Straight,2.0,,DR3447,CHAMP,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Swerve/avoidance,West,Other contributing action,Unknown,30.0,,,,,West,No contributing action,No apparent contributing factor,0.0,Y,,2,Saturday,09
393510,2023-43547,39.75035379,-104.98202262,2023-10-08,2026-04-19 15:50:00,DENVER,01,DPD,1-CRT64,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,GLENARM PL,PARK AVE W,GLENARM PL & PARK AVE W,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0,Straight,1.0,,DR3447,PARKA,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Stopped in traffic,Southwest,Failed to yield row,No apparent contributing factor,25.0,,,,,Southeast,Cross/enter at intersection; Traveling on sidealk against traffic,No apparent contributing factor,0.0,Y,,4,Sunday,15
394001,2023-43780,39.76575874,-104.96843707,2023-10-09,2026-04-19 07:56:00,DENVER,01,DPD,1/211,,Pedestrian,Pedestrian,0,2,0,0,2.0,0,0,0,E 35TH AVE,N FRANKLIN ST,E 35TH AVE & N FRANKLIN ST,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,E01,Collision with Non-Motorist:Pedestrian,Collision with Non-Motorist:Pedestrian,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0,Straight,1.0,,DR3447,FRANK,,,,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making right turn,East,Other contributing action,Looked/did not see; Sun glare,25.0,,,,,West; West,Other; Other,No apparent contributing factor; No apparent contributing factor,0.0,Y,,4,Monday,07
395189,2023-44383,39.74000419,-104.97187827,2023-10-10,2026-04-19 15:47:00,DENVER,01,DPD,2/643A,,Pedestrian,Pedestrian,0,0,0,0,1.0,0,0,0,MARION ST,E COLFAX AVE,MARION ST & E COLFAX AVE,0.0,At the intersection,,298.0,,0,1,0,500.0,Feet,W,On-roadway,N01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,70,1,Straight,1.0,,DR3447,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,North,No contributing action,No apparent contributing factor,West,"Failure to obey traffic signs, signals, or officer",Looked/did not see,0.0,Y,,4,Tuesday,15
396952,2023-44936,39.66346199,-104.94060448,2023-09-25,2026-04-19 12:57:00,DENVER,01,DPD,2/331A,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,E CORNELL AVE,S COLORADO BLVD,E CORNELL AVE & S COLORADO BLVD,0.0,At the intersection,,1.0,,0,1,0,0.25,Miles,S,On-roadway,N01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,002A,1,,1.0,,DR3447,,,,,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making left turn,West,Careless driving,Looked/did not see,40.0,,,,,North,Traveling along roadway with traffic (in or adjacent to travel lane),No apparent contributing factor,0.0,Y,,3,Monday,12
397091,2023-45018,39.68278764,-104.95942515,2023-10-18,2026-04-19 06:24:00,DENVER,01,DPD,1/CRT35,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,E BUCHTEL BLVD,S UNIVERSITY BLVD,E BUCHTEL BLVD & S UNIVERSITY BLVD,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,N03,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dark-Lighted,Dry,Clear,,,0,Straight,1.0,,DR3447,UNIVE,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Making right turn,West,No contributing action,No apparent contributing factor,West,"Failure to obey traffic signs, signals, or officer","Not visible (dark clothing, no lighting, etc)",0.0,Y,,4,Wednesday,06
397661,2023-45236,39.71817784,-104.95931995,2023-10-18,2026-04-19 18:00:00,DENVER,01,DPD,3/351A,01,Pedestrian,Pedestrian,0,0,0,0,1.0,0,0,0, UNIVERSITY BLVD,E 1ST AVE, UNIVERSITY BLVD & E 1ST AVE,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,E04,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0,Curve Right,1.0,,DR3447,A0001,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making right turn,East,Failed to yield row,Not observed,35.0,,,,,Unknown,Cross/enter at intersection,No apparent contributing factor,0.0,Y,,4,Wednesday,18
397784,2023-45305,39.77640639,-104.95825492,2023-10-16,2026-04-19 14:26:00,DENVER,01,DPD,2/CRT51,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,E 43RD AVE,N JOSEPHINE ST,E 43RD AVE & N JOSEPHINE ST,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,N01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,1,Straight,1.0,,DR3447,JOSEP,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,North,No contributing action,No apparent contributing factor,East,"Failure to obey traffic signs, signals, or officer",Other factor,0.0,Y,,4,Monday,14
399323,2023-46136,39.70504261,-105.04153935,2023-10-27,2026-04-19 16:40:00,DENVER,01,DPD,2/432T,,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0,MORRISON RD,S QUITMAN ST,MORRISON RD & S QUITMAN ST,250.0,Feet,SW,12.0,,0,0,0,1.0,Miles,SW,On-roadway,N01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Driveway Access Related,Not Applicable,Daylight,Dry,Clear,,,1,Straight,2.0,,DR3447,QUITM,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Making right turn,Northeast,No contributing action,No apparent contributing factor,Southwest,Failure to yield right-of-way,Unknown,0.0,Y,,4,Friday,16
400974,2023-47183,39.75739454,-105.0105022,2023-10-14,2026-04-19 08:07:00,DENVER,01,DPD,1/113B,01,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,15TH ST,CENTRAL ST,15TH ST & CENTRAL ST,10.0,Feet,NE,0.0,,0,0,0,0.0,,,On-roadway,S01,Collision with Non-Motorist:Pedestrian,,,Collision with Non-Motorist:Pedestrian,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,1,Straight,1.0,,DR3447,CENTR,,,,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making left turn,Southeast,Unknown,Unknown,99.0,,,,,Southwest,No contributing action,No apparent contributing factor,0.0,Y,,4,Saturday,08
400997,2023-47199,39.74571776,-104.98740768,2023-09-16,2026-04-19 17:10:00,DENVER,01,DPD,2/646S,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0, BROADWAY ST,E COLFAX AVE, BROADWAY ST & E COLFAX AVE,0.4,Miles,N,297.0,,0,0,0,0.3,Miles,E,On-roadway,S04,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Non-intersection,Not Applicable,Daylight,Dry,Clear,,40,3,Straight,1.0,,DR3447,COLFA,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Entering/leaving parked position,South,No contributing action,No apparent contributing factor,South,Failure to yield right-of-way,Inexperience; Aggressive,0.0,Y,,3,Saturday,17
401795,2023-47651,39.6530435,-104.89902746,2023-11-06,2026-04-19 15:32:00,DENVER,01,DPD,2/344c,,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0,E HAMPDEN AVE,S TAMARAC DR,E HAMPDEN AVE & S TAMARAC DR,75.0,Feet,W,1.0,,0,1,0,0.5,Miles,W,On-roadway,E03,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,,Driveway Access Related,Not Applicable,Daylight,Dry,Clear,,86,1,Straight,2.0,,DR3447,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Making right turn,North,No contributing action,Not observed,West,Traveling along roadway against traffic (in or adjacent to travel lane),No apparent contributing factor,0.0,Y,,4,Monday,15
401938,2023-47713,39.73683877,-104.98612943,2023-11-02,2026-04-19 11:45:00,DENVER,01,DPD,2/CRT61,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0, LINCOLN ST,E 13TH AVE, LINCOLN ST & E 13TH AVE,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,W02,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,1,Straight,1.0,,DR3447,A0013,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,West,No contributing action,No apparent contributing factor,North,"Failure to obey traffic signs, signals, or officer",Distracted/headphones,0.0,Y,,4,Thursday,11
402385,2023-47942,39.7258729,-104.99028031,2023-11-07,2026-04-19 09:00:00,DENVER,01,DPD,1/CRT13,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0, BANNOCK ST,W 6TH AVE, BANNOCK ST & W 6TH AVE,85.0,Feet,N,0.0,,0,0,0,0.0,,,On-roadway,,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Driveway Access Related,Not Applicable,Daylight,Dry,Clear,,,0,Straight,1.0,,DR3447,A0006,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Going straight,East,Failed to yield row,Looked/did not see,30.0,,,,,North,No contributing action,No apparent contributing factor,0.0,Y,,4,Tuesday,09
402611,2023-48028,39.73839658,-104.9634875,2023-11-07,2026-04-19 14:05:00,DENVER,01,DPD,1-CRT64,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,E 14TH AVE,N RACE ST,E 14TH AVE & N RACE ST,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,E01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,2,Straight,1.0,,DR3447,RACES,,,,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Making left turn,East,No contributing action,No apparent contributing factor,East,Traveling along roadway with traffic (in or adjacent to travel lane),No apparent contributing factor,0.0,Y,,4,Tuesday,14
404732,2023-49283,39.73838075,-104.96476863,2023-11-10,2026-04-19 16:09:00,DENVER,01,DPD,2/CRT62,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0, HIGH ST,E 14TH AVE, HIGH ST & E 14TH AVE,4.0,Feet,S,0.0,,0,0,0,0.0,,,On-roadway,N01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dawn or Dusk,Dry,Clear,,,1,Straight,1.0,,DR3447,A0014,,,,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Going straight,North,Careless driving,Driver unfamiliar with area,99.0,,,,,East,Other,Other factor,0.0,Y,,4,Friday,16
404754,2023-49285,39.71117047,-104.98993831,2023-11-03,2026-04-19 22:29:00,DENVER,01,DPD,3/351B,01,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,W ALAMEDA AVE,S BANNOCK ST,W ALAMEDA AVE & S BANNOCK ST,15.0,Feet,E,0.0,,0,0,0,0.0,,,Ran off right side,W02,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Driveway Access Related,Not Applicable,Dark-Lighted,Dry,Clear,,,0,Straight,1.0,,DR3447,BANNO,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making right turn,West,No contributing action,Not observed,30.0,,,,,West,Traveling along roadway with traffic (in or adjacent to travel lane),Other factor,0.0,Y,,4,Friday,22
404782,2023-49295,39.71119286,-104.99239817,2023-11-13,2026-04-19 15:10:00,DENVER,01,DPD,2/CRT37,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0, CHEROKEE ST,W ALAMEDA AVE, CHEROKEE ST & W ALAMEDA AVE,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,S01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0,Straight,1.0,,DR3447,ALAME,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making right turn,South,Failed to yield row,Distracted/other exterior,25.0,,,,,North,No contributing action,No apparent contributing factor,0.0,Y,,4,Monday,15
405407,2023-49696,39.76082076,-105.00410722,2023-11-14,2026-04-19 20:35:00,DENVER,01,DPD,2/133A,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,20TH ST,I-25 SB RAMPS,20TH ST & I-25 SB RAMPS,0.0,At the intersection,,212.0,,1,0,0,100.0,Feet,N,On-roadway,,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dark-Lighted,Dry,Clear,,I25,0,Straight,1.0,,DR3447,N,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Making left turn,Northwest,No contributing action,No apparent contributing factor,Northwest,Cross/enter at intersection,Age/ability,0.0,Y,,4,Tuesday,20
405713,2023-49840,39.74838846,-104.99151166,2023-11-15,2026-04-19 10:30:00,DENVER,01,DPD,2/CRT37,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,18TH ST,CHAMPA ST,18TH ST & CHAMPA ST,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,W02,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0,Straight,1.0,,DR3447,CHAMP,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Making right turn,Northwest,No contributing action,No apparent contributing factor,Northwest,Traveling on sidewalk with traffic,"Distracted/other (food, objects, pets, etc)",0.0,Y,,4,Wednesday,10
410362,2023-52240,39.74000831,-104.98740161,2023-12-02,2026-04-19 07:07:00,DENVER,01,DPD,1 / 611c,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,E COLFAX AVE,N BROADWAY ST,E COLFAX AVE & N BROADWAY ST,0.0,At the intersection,,0.0,,0,1,0,0.0,,,On-roadway,E03,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,1,Straight,1.0,,DR3447,,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Going straight,East,Unknown,Unknown,30.0,,,,,North,No contributing action,Unknown,0.0,Y,,4,Saturday,07
410363,2023-52241,39.73369748,-104.97881524,2023-12-02,2026-04-19 01:20:00,DENVER,01,DPD,3/651B,,Parked Motor Vehicle,Collision with parked vehicle,0,1,0,0,1.0,0,0,0,E 11TH AVE,N WASHINGTON ST,E 11TH AVE & N WASHINGTON ST,30.0,Feet,W,0.0,,0,0,0,0.0,,,On-roadway,ERS,Collision with Other Vehicle:Parked Motor Vehicle,Collision with Other Vehicle:Parked Motor Vehicle,,,Collision with Other Vehicle:Parked Motor Vehicle,Level,Non-intersection,Not Applicable,Dark-Lighted,Dry,Clear,,,0,Straight,2.0,,DR3447,WASHI,,,,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y,,,,2.0,,,,,,Parked; Parked,East; East,No contributing action; No contributing action,No apparent contributing factor; No apparent contributing factor,East,Other,Looked/did not see,0.0,Y,,4,Saturday,01
410450,2023-52279,39.75094184,-104.98738832,2023-11-30,2026-04-19 11:53:00,DENVER,01,DPD,CRT42,,Pedestrian,Pedestrian,0,0,0,0,1.0,0,0,0, BROADWAY ST,CHAMPA ST, BROADWAY ST & CHAMPA ST,222.0,Feet,S,0.0,,0,0,0,0.0,,,On-roadway,,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Crossover Related,Not Applicable,Daylight,Dry,Clear,,,0,Straight,1.0,,DR3447,CHAMP,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Slowing,Southwest,No contributing action,No apparent contributing factor,South,Traveling on sidealk against traffic,Looked/did not see,0.0,Y,,4,Thursday,11
410910,2023-52547,39.6581477,-105.0461173,2023-12-02,2026-04-19 15:12:00,DENVER,01,DPD,1/423,,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0,W DARTMOUTH AVE,S VRAIN ST,W DARTMOUTH AVE & S VRAIN ST,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,E01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,1,Straight,2.0,,DR3447,VRAIN,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making right turn,East,Failed to yield row,Not observed,25.0,,,,,East,No contributing action,Unknown,0.0,Y,,4,Saturday,15
411199,2023-52712,39.70815409,-104.92696182,2023-12-04,2026-04-19 13:40:00,DENVER,01,DPD,2/CRT37,,Sideswipe Same Direction,Sideswipe same direction,0,0,0,0,1.0,0,0,0,LEETSDALE DR,S FOREST ST,LEETSDALE DR & S FOREST ST,0.0,At the intersection,,76.5,,0,1,0,0.0,At the milepoint,,On-roadway,W03,Collision with Motor Vehicle in Transport:Side to Side-Same Direction,,,,Collision with Motor Vehicle in Transport:Side to Side-Same Direction,Level,At Intersection,Not Applicable,Daylight,Dry,Cloudy,,083A,0,Straight,1.0,,DR3447,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,,No contributing action,No apparent contributing factor,West,Improper passing,Aggressive,0.0,Y,,4,Monday,13
411329,2023-52794,39.75613592,-104.97977721,2023-12-02,2026-04-19 00:54:00,DENVER,01,DPD,3/251c,03,Pedestrian,Pedestrian,0,2,0,0,2.0,0,0,0,STOUT ST,27TH ST,STOUT ST & 27TH ST,0.0,,,0.0,,0,0,0,0.0,,,On-roadway,N01,Collision with Non-Motorist:Pedestrian,Collision with Non-Motorist:Pedestrian,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dark-Lighted,Dry,Clear,,,0,Straight,1.0,,DR3447,S0027,,,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Going straight,Northeast,No contributing action,Not observed,25.0,,,,,Southeast; Southeast,No contributing action; No contributing action,Looked/did not see; Unknown,0.0,Y,,4,Saturday,00
411936,2023-53131,39.73931844,-104.98109268,2023-08-15,2026-04-19 21:09:00,DENVER,01,DPD,3/663D,01,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0, PENNSYLVANIA ST,E COLFAX AVE, PENNSYLVANIA ST & E COLFAX AVE,250.0,Feet,S,0.0,,0,0,0,0.0,,,On-roadway,S01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Non-intersection,Not Applicable,Dark-Lighted,Dry,Clear,,,2,Straight,1.0,,DR3447,COLFA,,,,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Going straight,South,Reckless driving,Not observed,25.0,,,,,South,Traveling along roadway with traffic (in or adjacent to travel lane),No apparent contributing factor,0.0,Y,,3,Tuesday,21
412804,2023-53522,39.73988801,-105.00282113,2023-12-05,2026-04-19 19:43:00,DENVER,01,DPD,2/143E,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0, MARIPOSA ST,W COLFAX AVE, MARIPOSA ST & W COLFAX AVE,50.0,Feet,S,296.0,,0,0,0,50.0,Feet,S,On-roadway,S01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Driveway Access Related,Not Applicable,Dark-Lighted,Dry,Clear,,40,0,Straight,1.0,,DR3447,COLFA,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Making right turn,South,No contributing action,,North,Traveling along roadway against traffic (in or adjacent to travel lane),No apparent contributing factor,0.0,Y,,4,Tuesday,19
413033,2023-53666,39.66760558,-104.89430017,2023-12-11,2026-04-19 15:05:00,DENVER,01,DPD,3/363A,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,E YALE AVE,S SYRACUSE WY,E YALE AVE & S SYRACUSE WY,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0,Straight,1.0,,DR3447,SYRAC,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making right turn,East,No contributing action,Looked/did not see,35.0,,,,,East,Cross/enter at intersection,Looked/did not see,0.0,Y,,4,Monday,15
