id,drcog_id,latitude,longitude,crashdate,crashtime,city,countyname,agencyid,agencydetl,agencycode,crashtype,drcogctype,numbkilled,numbinjurd,privpropty,publicland,totlnmtrst,secndcrash,constrzone,schoolzone,onroad,rfintsctrd,drcoglocat,intofstdis,intfstdisu,intofstdir,milepoint,highwaynam,intsthghwy,statehwy,othrroadwy,mioffstdis,miofstdisu,mioffstdir,location,lnposition,harmevscd1,harmevscd2,harmevscd3,harmevscd4,harmevsmst,roadcntgrd,roaddescrp,apovrtktrn,lightngcon,rdconditin,weatherco1,weatherco2,highwaynum,numlnsblkd,rdcntrcurv,ttlvehicle,wildanimal,crashformv,city_street,rrcrossing,roadsurfac,roadcontur,drcog_hp,drcogsvrty,drcogttlpi,drcogttlmi,drcogttlsi,drcogttlk,drcogocc,drcogoccpi,drcogoccmi,drcogoccsi,drcogoccki,drcognm,drcognmpi,drcognmmi,drcognmsi,drcognmk,drcog_vru,drcogmodes,drcogsctr,drcogmoto,drcogped,drcogbike,drcogvehcl,TU1_vmov,TU1_dir,TU1_dacts,TU1_cfacts,TU1_rspeed,TUx_vmov,TUx_dir,TUx_dacts,TUx_cfacts,nm_dir,nm_actions,nm_cfacts,drcogcheck,cdot_flag,drcog_flag,Quarter,day_of_week,hour
314722,2022-53416,39.76008098,-104.98781087,2022-08-24,2026-04-19 19:17:00,DENVER,DENVER,DPD,2-242S,1,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,N BROADWAY ST,BLAKE ST,N BROADWAY ST & BLAKE ST,250.0,Feet,N,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Crossover Related,Not Applicable,Dawn or Dusk,Dry,Clear,,,0.0,Straight,1.0,,DR3447,BLAKE,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Going straight,East,Other contributing action,No apparent contributing factor,20.0,,,,,North,Cross/enter at intersection,No apparent contributing factor,1.0,Y,,3,Wednesday,19
317156,2022-54190,39.74335811,-104.98737619,2022-11-08,2026-04-19 08:57:00,DENVER,DENVER,DPD,1/CRT32,,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,N BROADWAY ST,E 17TH AVE,N BROADWAY ST & E 17TH AVE,0.0,At the intersection,,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,1,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,2.0,Curve Left,1.0,,DR3447,17THA,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making left turn,South,Failed to yield row,Looked/did not see,30.0,,,,,East,Traveling along roadway with traffic (in or adjacent to travel lane),No apparent contributing factor,1.0,Y,,4,Tuesday,08
388023,2022-55299,39.76348253,-104.97723079,2022-11-16,2026-04-19 18:35:00,DENVER,DENVER,DPD,,,Pedestrian,Pedestrian,1,0,0,,,,,,32ND ST,LAWRENCE ST,32ND ST & LAWRENCE ST,,,,,,,,,,,,On-roadway,,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,,At Intersection,Not Applicable,,,,,,,,,,DR3447,LAWRE,,,,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Going straight,East,No contributing action,Unknown,99.0,,,,,North,No contributing action,Unknown,1.0,Y,,4,Wednesday,18
300023,2023-03437,39.6988423,-105.02974567,2023-02-01,2026-04-19 07:45:00,DENVER,01,DPD,1/412T,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,1, IRVING ST,W FORD PL, IRVING ST & W FORD PL,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,,Collision with Non-Motorist:Pedestrian,Collision with Non-Motorist:School Age to/From School,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0,,1.0,,DR3447,FORDP,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Going straight,South,Careless driving,Not observed,35.0,,,,,East,No contributing action,No apparent contributing factor,0.0,Y,,1,Wednesday,07
330134,2023-10434,39.75741598,-104.98856197,2023-03-11,2026-04-19 09:26:00,DENVER,01,DPD,1/612C,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,2451 WALNUT ST,24TH ST,2451 WALNUT ST & 24TH ST,25.0,Feet,N,0.0,,0,0,0,0.0,,,On-roadway,N01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Driveway Access Related,Not Applicable,Daylight,Dry,Clear,,,0,Straight,1.0,,DR3447,24THS,,,,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Other,East,No contributing action,No apparent contributing factor,,Other,Other factor,0.0,Y,,1,Saturday,09
330138,2023-10437,39.65797676,-104.91298421,2023-03-08,2026-04-19 22:12:00,DENVER,01,DPD,9/TOM26,03,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0, MONACO ST,E FLOYD AVE, MONACO ST & E FLOYD AVE,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,S03,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dark-Lighted,Dry,Clear,,,0,Straight,1.0,,DR3447,FLOYD,,,,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Going straight,South,Careless driving,Looked/did not see,35.0,,,,,,No contributing action,"Not visible (dark clothing, no lighting, etc)",0.0,Y,,1,Wednesday,22
333630,2023-12322,39.74000002,-104.98613238,2023-03-31,2026-04-19 23:39:00,DENVER,01,DPD,3/661B,,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0, LINCOLN ST,E COLFAX AVE, LINCOLN ST & E COLFAX AVE,0.0,At the intersection,W,297.0,,1,0,0,1934.0,Feet,E,On-roadway,N05,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dark-Lighted,Dry,Clear,,40,1,Curve Right,2.0,,DR3447,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Making right turn,East,No contributing action,No apparent contributing factor,West,"Failure to obey traffic signs, signals, or officer","Distracted/other (food, objects, pets, etc)",0.0,Y,,1,Friday,23
335823,2023-13623,39.7592048,-104.99379277,2023-04-07,2026-04-19 23:04:00,DENVER,01,DPD,652C,,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0,PARK AVE W,WEWATTA ST,PARK AVE W & WEWATTA ST,0.0,At the intersection,S,0.0,,0,0,0,0.0,,,On-roadway,S02,Collision with Non-Motorist:Pedestrian,Collision with Non-Motorist:Pedestrian,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dark-Lighted,Dry,Clear,,,0,Straight,1.0,,DR3447,WEWAT,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Stopped in traffic,Northeast,Careless driving,Not observed,30.0,,,,,Northwest; Northwest,No contributing action; No contributing action,No apparent contributing factor; No apparent contributing factor,0.0,,Y,2,Friday,23
336585,2023-14023,39.75364827,-104.99342656,2023-04-07,2026-04-19 18:32:00,DENVER,01,DPD,2/736B,,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0,MARKET ST,20TH ST,MARKET ST & 20TH ST,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,N02,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0,Straight,2.0,,DR3447,20THS,,,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,North,No contributing action,No apparent contributing factor,East,"Failure to obey traffic signs, signals, or officer",Age/ability,0.0,Y,,2,Friday,18
336984,2023-14253,39.75137387,-104.98738517,2023-04-04,2026-04-19 08:06:00,DENVER,01,DPD,1-CRT23,,Pedestrian,Pedestrian,0,0,0,0,1.0,0,0,0, BROADWAY ST,STOUT ST, BROADWAY ST & STOUT ST,400.0,Feet,N,0.0,,0,0,0,0.0,,,On-roadway,S03,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Snowy,Snow,,,0,Straight,1.0,,DR3447,STOUT,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Making right turn,South,No contributing action,No apparent contributing factor,West,Traveling on sidewalk with traffic,Unknown,0.0,Y,,2,Tuesday,08
337443,2023-14567,39.74048868,-105.03931925,2023-04-13,2026-04-19 19:47:00,DENVER,01,DPD,2/136S,,Pedestrian,Pedestrian,0,0,0,0,1.0,0,0,0, PERRY ST,W COLFAX AVE, PERRY ST & W COLFAX AVE,60.0,Feet,N,0.0,,0,0,0,0.0,,,On-roadway,N01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Non-intersection,Not Applicable,Dark-Unlighted,Dry,Clear,,,0,Straight,1.0,,DR3447,COLFA,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,North,No contributing action,No apparent contributing factor,West,Cross/enter not at intersection; Dart/dash,Looked/did not see,0.0,Y,,2,Thursday,19
337851,2023-14841,39.74409903,-104.98837113,2023-04-07,2026-04-19 14:55:00,DENVER,01,DPD,2/CRT63,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,TREMONT PL,17TH ST,TREMONT PL & 17TH ST,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,E01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,1,Straight,1.0,,DR3447,17THS,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,Southeast,No contributing action,No apparent contributing factor,Northeast,"Failure to obey traffic signs, signals, or officer; Traveling along roadway against traffic (in or adjacent to travel lane)",No apparent contributing factor,0.0,Y,,2,Friday,14
339394,2023-15666,39.74617566,-104.9835894,2023-04-19,2026-04-19 06:49:00,DENVER,01,DPD,1/623A,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0, GRANT ST,E 19TH AVE, GRANT ST & E 19TH AVE,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0,Straight,1.0,,DR3447,19THA,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Making right turn,West,No contributing action,No apparent contributing factor,South,Traveling on sidealk against traffic,Other factor,0.0,Y,,2,Wednesday,06
340367,2023-16188,39.7459343,-104.97336611,2023-04-24,2026-04-19 14:21:00,DENVER,01,DPD,1,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0, DOWNING ST,E 19TH AVE, DOWNING ST & E 19TH AVE,0.0,,,0.0,,0,0,0,0.0,,,On-roadway,N02,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,2,Straight,1.0,,DR3447,19THA,,,,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Making right turn,North,No contributing action,Unknown,North,Cross/enter at intersection,Other factor,0.0,Y,,2,Monday,14
340894,2023-16442,39.78232987,-104.88281591,2023-04-28,2026-04-19 11:24:00,DENVER,01,DPD,1/CRT51,,Pedestrian,Pedestrian,0,0,0,0,1.0,0,0,0,E 47TH AVE,N CENTRAL PARK BLVD,E 47TH AVE & N CENTRAL PARK BLVD,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,E01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,1,Straight,1.0,,DR3447,CENTR,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making right turn,East,Failed to yield row,Looked/did not see,25.0,,,,,North,Unknown,Unknown,0.0,Y,,2,Friday,11
341499,2023-16738,39.73299502,-105.02516923,2023-04-26,2026-04-19 10:27:00,DENVER,01,DPD,1-CRT12,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0, FEDERAL BLVD,10TH AVE, FEDERAL BLVD & 10TH AVE,40.0,Feet,N,0.56,,0,1,0,30.0,Feet,N,On-roadway,,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Driveway Access Related,Not Applicable,Daylight,Dry,Cloudy,,088,0,Straight,1.0,,DR3447,,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Making right turn,West,No contributing action,Looked/did not see,South,Traveling on sidealk against traffic,No apparent contributing factor,0.0,Y,,2,Wednesday,10
341602,2023-16813,39.74892634,-104.99947287,2023-04-29,2026-04-19 23:50:00,DENVER,01,DPD,3/652D,02,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0,1400 15TH ST,14TH ST,1400 15TH ST & 14TH ST,300.0,Feet,N,0.0,,0,0,0,0.0,,,On-roadway,,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Driveway Access Related,Not Applicable,Dark-Lighted,Dry,Clear,,,0,Straight,2.0,,DR3447,14THS,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Entering traffic way/merge,West,Failed to yield row,Not observed,99.0,,,,,North,No contributing action,No apparent contributing factor,0.0,Y,,2,Saturday,23
343547,2023-17932,39.75364827,-104.99342656,2023-05-04,2026-04-19 19:51:00,DENVER,01,DPD,9/TOM26,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,MARKET ST,20TH ST,MARKET ST & 20TH ST,0.0,,,0.0,,0,0,0,0.0,,,On-roadway,W02,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dawn or Dusk,Dry,Clear,,,1,Straight,1.0,,DR3447,20THS,,,,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,Northwest,No contributing action,No apparent contributing factor,Northeast,"Failure to obey traffic signs, signals, or officer",Inexperience; Looked/did not see,0.0,Y,,2,Thursday,19
344985,2023-18660,39.7526877,-104.99467927,2023-05-09,2026-04-19 12:59:00,DENVER,01,DPD,1-CRT64,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,19TH ST,MARKET ST,19TH ST & MARKET ST,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0,Straight,1.0,,DR3447,MARKE,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Making right turn,North,No contributing action,No apparent contributing factor,East,"Cross/enter at intersection; Failure to obey traffic signs, signals, or officer",No apparent contributing factor,0.0,Y,,2,Tuesday,12
347217,2023-19886,39.75572107,-105.00115752,2023-05-09,2026-04-19 16:45:00,DENVER,01,DPD,2/CRT62,02,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,CHESTNUT PL,18TH ST,CHESTNUT PL & 18TH ST,15.0,Feet,S,0.0,,0,0,0,0.0,,,On-roadway,,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0,Straight,1.0,,DR3447,18THS,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making right turn,North,Unknown,Unknown,99.0,,,,,North,No contributing action,No apparent contributing factor,0.0,Y,,2,Tuesday,16
347238,2023-19893,39.74327121,-104.98611523,2023-05-15,2026-04-19 09:19:00,DENVER,01,DPD,1-CRT23,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0, LINCOLN ST,E 17TH AVE, LINCOLN ST & E 17TH AVE,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,E03,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0,Straight,1.0,,DR3447,17THA,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Making right turn,North,No contributing action,No apparent contributing factor,North,Cross/enter at intersection,Other factor,0.0,Y,,2,Monday,09
351098,2023-22018,39.75029248,-104.98905226,2023-05-31,2026-04-19 13:20:00,DENVER,DENVER,DPD,1/CRT-53,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,CHAMPA ST,20TH ST,CHAMPA ST & 20TH ST,20.0,Feet,N,0.0,,0,0,0,0.0,,,On-roadway,,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Driveway Access Related,Not Applicable,Daylight,Dry,Cloudy,,,0,Straight,1.0,,DR3447,S0020,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,Southeast,No contributing action,No apparent contributing factor,Northeast,Traveling on sidealk against traffic,Looked/did not see,0.0,Y,,2,Wednesday,13
351852,2023-22411,39.75147538,-104.99796321,2023-06-05,2026-04-19 21:11:00,DENVER,01,DPD,3 / 657S,,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0,BLAKE ST,17TH ST,BLAKE ST & 17TH ST,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,E01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dark-Unlighted,Dry,Clear,,,2,Straight,2.0,,DR3447,S0017,,,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Making left turn,East,No contributing action,No apparent contributing factor,Northeast,Cross/enter at intersection,Unknown,0.0,Y,,2,Monday,21
353056,2023-23171,39.75377645,-104.99848964,2023-06-07,2026-04-19 21:35:00,DENVER,01,DPD,3-652B,,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0,WYNKOOP ST,18TH ST,WYNKOOP ST & 18TH ST,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,S01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,,At Intersection,Not Applicable,Dark-Lighted,Dry,Clear,,,1,,2.0,,DR3447,S0018,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,Northwest,No contributing action,No apparent contributing factor,Southwest,"Failure to obey traffic signs, signals, or officer",Unknown,0.0,Y,,2,Wednesday,21
353338,2023-23317,39.67876238,-104.98756779,2023-06-15,2026-04-19 16:47:00,DENVER,01,DPD,02/333B,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0, BROADWAY ST,E EVANS AVE, BROADWAY ST & E EVANS AVE,80.0,Feet,N,0.0,,0,0,0,0.0,,,Ran off right side,S02,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Driveway Access Related,Not Applicable,Daylight,Dry,Clear,,,0,Straight,1.0,,DR3447,EVANS,,,,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Making right turn,South,Unknown,Unknown,South,Traveling on sidewalk with traffic,"Not visible (dark clothing, no lighting, etc)",0.0,Y,,2,Thursday,16
355129,2023-24382,39.75283746,-105.01282443,2023-06-12,2026-04-19 21:45:00,DENVER,01,DPD,3/152B,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,906 WATER ST,N SPEER BLVD,906 WATER ST & N SPEER BLVD,0.2,Miles,NE,0.0,,0,0,0,0.0,,,On-roadway,,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Driveway Access Related,Not Applicable,Dark-Lighted,Dry,Clear,,,0,Straight,1.0,,DR3447,SPEER,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making left turn,Northeast,Failed to yield row,Looked/did not see,25.0,,,,,Southwest,No contributing action,No apparent contributing factor,0.0,Y,,2,Monday,21
355542,2023-24599,39.73679726,-104.95627883,2023-06-21,2026-04-19 23:06:00,DENVER,01,DPD,2/252A,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0, ELIZABETH ST,E 13TH AVE, ELIZABETH ST & E 13TH AVE,0.0,At the intersection,W,0.0,,0,0,0,0.0,,,On-roadway,W01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dark-Lighted,Wet,Cloudy,Rain,,2,Straight,1.0,,DR3447,A0013,,,,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,West,No contributing action,No apparent contributing factor,South,Cross/enter at intersection; Failure to yield right-of-way,Inexperience,0.0,Y,,2,Wednesday,23
355742,2023-24702,39.74054316,-105.01774838,2023-06-15,2026-04-19 13:25:00,DENVER,01,DPD,1/121S,,Pedestrian,Pedestrian,0,2,0,0,2.0,0,0,0,AURARIA PKWY,W COLFAX AVE,AURARIA PKWY & W COLFAX AVE,0.0,At the intersection,,0.0,,0,1,0,0.0,,,On-roadway,S01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Downhill,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0,Curve Right,1.0,,DR3447,,,,,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Negotiating a curve,Southwest,Failed to yield row,No apparent contributing factor,25.0,,,,,West; West,No contributing action; No contributing action,No apparent contributing factor; No apparent contributing factor,0.0,Y,,2,Thursday,13
355765,2023-24717,39.74000831,-104.98740161,2023-04-09,2026-04-19 00:01:00,DENVER,01,DPD,6/643D,01,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,E COLFAX AVE,N BROADWAY ST,E COLFAX AVE & N BROADWAY ST,0.0,At the intersection,,297.0,,0,1,0,100.0,Feet,E,On-roadway,E02,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dark-Lighted,Dry,Clear,,40,3,Straight,1.0,,DR3447,,,,,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,East,Unknown,Unknown,South,Cross/enter not at intersection; Traveling along roadway against traffic (in or adjacent to travel lane),No apparent contributing factor,0.0,Y,,2,Sunday,00
355917,2023-24775,39.7400194,-104.98111344,2023-06-19,2026-04-19 17:55:00,DENVER,01,DPD,6/642C,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,E COLFAX AVE,N PENNSYLVANIA ST,E COLFAX AVE & N PENNSYLVANIA ST,0.0,At the intersection,,297.0,,0,1,0,0.4,Miles,E,On-roadway,S01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,40,0,Straight,1.0,,DR3447,,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making left turn,South,Failed to yield row,Looked/did not see,35.0,,,,,North,No contributing action,Unknown,0.0,Y,,2,Monday,17
356013,2023-24816,39.736817,-104.96848213,2023-06-25,2026-04-19 13:50:00,DENVER,01,DPD,1,,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0, FRANKLIN ST,E 13TH AVE, FRANKLIN ST & E 13TH AVE,0.0,,,0.0,,0,0,0,0.0,,,On-roadway,W01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,2,Straight,2.0,,DR3447,A0013,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,West,No contributing action,Unknown,South,"Failure to obey traffic signs, signals, or officer",Unknown,0.0,Y,,2,Sunday,13
